Fila	Nodo	Estación	Hora	Ruta
760	893	Hoover-Pavilion-Garage-(Inside-Lot-1) 	8:45 AM	W
761	894	Hoover-Pavilion-Garage-(Inside-Lot-1) 	8:45 AM	W
762	895	Stanford-Barn-(700-Welch-Rd) 	8:49 AM	W
763	896	780-Welch-Rd 	8:50 AM	W
764	897	1000-Welch-Rd 	8:51 AM	W
765	898	Hoover-Pavilion-Garage-(Inside-Lot-1) 	9:00 AM	W
766	899	Hoover-Pavilion-Garage-(Inside-Lot-1) 	9:00 AM	W
767	900	Stanford-Barn-(700-Welch-Rd) 	9:04 AM	W
768	901	780-Welch-Rd 	9:05 AM	W
769	902	1000-Welch-Rd 	9:06 AM	W
770	904	Palo-Alto-Transit-Center-(Caltrain-Platform) 	5:53 AM	X
771	906	Medical-Center-(Quarry-Extension) 	6:03 AM	X
772	915	Palo-Alto-Transit-Center-(Caltrain-Platform) 	6:13 AM	X
773	916	Stanford-Shopping-Center-(Quarry-Rd-Near-Pear-Ln)	6:16 AM	X
774	917	Medical-Center-(Quarry-Extension) 	6:20 AM	X
775	918	Y2E2-(Across-Street-On-Via-Ortega) 	6:22 AM	X
776	920	Tresidder-Union-(Lagunita-Dr)	6:29 AM	X
777	921	Vaden-Health-Center-(Campus-Dr)	6:32 AM	X
778	922	Graduate-School-of-Business-(Serra-St)	6:35 AM	X
779	923	Visitor-Center-(Galvez-St)	6:38 AM	X
780	924	Town-and-Country-Village-(El-Camino-Real) 	6:40 AM	X
781	925	Palo-Alto-Transit-Center-(Caltrain-Platform) 	6:48 AM	X
782	926	Palo-Alto-Transit-Center-(Caltrain-Platform) 	6:31 AM	X
783	927	Stanford-Shopping-Center-(Quarry-Rd-Near-Pear-Ln)	6:34 AM	X
784	928	Medical-Center-(Quarry-Extension) 	6:38 AM	X
785	929	Y2E2-(Across-Street-On-Via-Ortega) 	6:40 AM	X
786	931	Tresidder-Union-(Lagunita-Dr)	6:47 AM	X
787	932	Vaden-Health-Center-(Campus-Dr)	6:50 AM	X
788	933	Graduate-School-of-Business-(Serra-St)	6:53 AM	X
789	934	Visitor-Center-(Galvez-St)	6:56 AM	X
790	935	Town-and-Country-Village-(El-Camino-Real) 	6:58 AM	X
791	936	Palo-Alto-Transit-Center-(Caltrain-Platform) 	7:06 AM	X
792	937	Palo-Alto-Transit-Center-(Caltrain-Platform) 	6:39 AM	X
793	939	Medical-Center-(Quarry-Extension) 	6:49 AM	X
794	948	Palo-Alto-Transit-Center-(Caltrain-Platform) 	6:48 AM	X
795	949	Stanford-Shopping-Center-(Quarry-Rd-Near-Pear-Ln)	6:51 AM	X
796	950	Medical-Center-(Quarry-Extension) 	6:55 AM	X
797	951	Y2E2-(Across-Street-On-Via-Ortega) 	6:57 AM	X
798	953	Tresidder-Union-(Lagunita-Dr)	7:04 AM	X
799	954	Vaden-Health-Center-(Campus-Dr)	7:07 AM	X
800	955	Graduate-School-of-Business-(Serra-St)	7:10 AM	X
801	956	Visitor-Center-(Galvez-St)	7:13 AM	X
802	957	Town-and-Country-Village-(El-Camino-Real) 	7:15 AM	X
803	958	Palo-Alto-Transit-Center-(Caltrain-Platform) 	7:23 AM	X
804	959	Palo-Alto-Transit-Center-(Caltrain-Platform) 	6:53 AM	X
805	961	Medical-Center-(Quarry-Extension) 	7:03 AM	X
806	970	Palo-Alto-Transit-Center-(Caltrain-Platform) 	7:08 AM	X
807	972	Medical-Center-(Quarry-Extension) 	7:18 AM	X
808	981	Palo-Alto-Transit-Center-(Caltrain-Platform) 	7:13 AM	X
809	982	Stanford-Shopping-Center-(Quarry-Rd-Near-Pear-Ln)	7:16 AM	X
810	983	Medical-Center-(Quarry-Extension) 	7:20 AM	X
811	984	Y2E2-(Across-Street-On-Via-Ortega) 	7:22 AM	X
812	986	Tresidder-Union-(Lagunita-Dr)	7:29 AM	X
813	987	Vaden-Health-Center-(Campus-Dr)	7:32 AM	X
814	988	Graduate-School-of-Business-(Serra-St)	7:35 AM	X
815	989	Visitor-Center-(Galvez-St)	7:38 AM	X
816	990	Town-and-Country-Village-(El-Camino-Real) 	7:40 AM	X
817	991	Palo-Alto-Transit-Center-(Caltrain-Platform) 	7:48 AM	X
818	992	Palo-Alto-Transit-Center-(Caltrain-Platform) 	7:19 AM	X
819	994	Medical-Center-(Quarry-Extension) 	7:29 AM	X
820	1003	Palo-Alto-Transit-Center-(Caltrain-Platform) 	7:22 AM	X
821	1004	Stanford-Shopping-Center-(Quarry-Rd-Near-Pear-Ln)	7:25 AM	X
822	1005	Medical-Center-(Quarry-Extension) 	7:29 AM	X
823	1006	Y2E2-(Across-Street-On-Via-Ortega) 	7:31 AM	X
824	1007	Campus-Dr-(Across-Street-from-Li-Ka-Shing-Center)	7:33 AM	X
825	1014	Palo-Alto-Transit-Center-(Caltrain-Platform) 	7:26 AM	X
826	1016	Medical-Center-(Quarry-Extension) 	7:36 AM	X
827	1025	Palo-Alto-Transit-Center-(Caltrain-Platform) 	7:31 AM	X
828	1026	Stanford-Shopping-Center-(Quarry-Rd-Near-Pear-Ln)	7:34 AM	X
829	1027	Medical-Center-(Quarry-Extension) 	7:38 AM	X
830	1028	Y2E2-(Across-Street-On-Via-Ortega) 	7:40 AM	X
831	1030	Tresidder-Union-(Lagunita-Dr)	7:47 AM	X
832	1031	Vaden-Health-Center-(Campus-Dr)	7:50 AM	X
833	1032	Graduate-School-of-Business-(Serra-St)	7:53 AM	X
834	1033	Visitor-Center-(Galvez-St)	7:56 AM	X
835	1034	Town-and-Country-Village-(El-Camino-Real) 	7:58 AM	X
836	1035	Palo-Alto-Transit-Center-(Caltrain-Platform) 	8:06 AM	X
837	1036	Palo-Alto-Transit-Center-(Caltrain-Platform) 	7:34 AM	X
838	1037	Stanford-Shopping-Center-(Quarry-Rd-Near-Pear-Ln)	7:37 AM	X
839	1038	Medical-Center-(Quarry-Extension) 	7:41 AM	X
840	1039	Y2E2-(Across-Street-On-Via-Ortega) 	7:43 AM	X
841	1040	Campus-Dr-(Across-Street-from-Li-Ka-Shing-Center)	7:45 AM	X
842	1047	Palo-Alto-Transit-Center-(Caltrain-Platform) 	7:39 AM	X
843	1049	Medical-Center-(Quarry-Extension) 	7:49 AM	X
844	1058	Palo-Alto-Transit-Center-(Caltrain-Platform) 	7:41 AM	X
845	1059	Stanford-Shopping-Center-(Quarry-Rd-Near-Pear-Ln)	7:44 AM	X
846	1060	Medical-Center-(Quarry-Extension) 	7:48 AM	X
847	1061	Y2E2-(Across-Street-On-Via-Ortega) 	7:50 AM	X
848	1062	Campus-Dr-(Across-Street-from-Li-Ka-Shing-Center)	7:52 AM	X
849	1069	Palo-Alto-Transit-Center-(Caltrain-Platform) 	7:50 AM	X
850	1070	Stanford-Shopping-Center-(Quarry-Rd-Near-Pear-Ln)	7:53 AM	X
851	1071	Medical-Center-(Quarry-Extension) 	7:57 AM	X
852	1072	Y2E2-(Across-Street-On-Via-Ortega) 	7:59 AM	X
853	1074	Tresidder-Union-(Lagunita-Dr)	8:06 AM	X
854	1075	Vaden-Health-Center-(Campus-Dr)	8:09 AM	X
855	1076	Graduate-School-of-Business-(Serra-St)	8:12 AM	X
856	1077	Visitor-Center-(Galvez-St)	8:15 AM	X
857	1078	Town-and-Country-Village-(El-Camino-Real) 	8:17 AM	X
858	1079	Palo-Alto-Transit-Center-(Caltrain-Platform) 	8:25 AM	X
859	1080	Palo-Alto-Transit-Center-(Caltrain-Platform) 	7:54 AM	X
860	1081	Stanford-Shopping-Center-(Quarry-Rd-Near-Pear-Ln)	7:57 AM	X
861	1082	Medical-Center-(Quarry-Extension) 	8:01 AM	X
862	1083	Y2E2-(Across-Street-On-Via-Ortega) 	8:03 AM	X
863	1084	Campus-Dr-(Across-Street-from-Li-Ka-Shing-Center)	8:05 AM	X
864	1091	Palo-Alto-Transit-Center-(Caltrain-Platform) 	8:08 AM	X
865	1093	Medical-Center-(Quarry-Extension) 	8:18 AM	X
866	1102	Palo-Alto-Transit-Center-(Caltrain-Platform) 	8:14 AM	X
867	1103	Stanford-Shopping-Center-(Quarry-Rd-Near-Pear-Ln)	8:17 AM	X
868	1104	Medical-Center-(Quarry-Extension) 	8:21 AM	X
869	1105	Y2E2-(Across-Street-On-Via-Ortega) 	8:23 AM	X
870	1107	Tresidder-Union-(Lagunita-Dr)	8:30 AM	X
871	1108	Vaden-Health-Center-(Campus-Dr)	8:33 AM	X
872	1109	Graduate-School-of-Business-(Serra-St)	8:36 AM	X
873	1110	Visitor-Center-(Galvez-St)	8:39 AM	X
874	1111	Town-and-Country-Village-(El-Camino-Real) 	8:41 AM	X
875	1112	Palo-Alto-Transit-Center-(Caltrain-Platform) 	8:49 AM	X
876	1113	Palo-Alto-Transit-Center-(Caltrain-Platform) 	8:19 AM	X
877	1115	Medical-Center-(Quarry-Extension) 	8:29 AM	X
878	1124	Palo-Alto-Transit-Center-(Caltrain-Platform) 	8:22 AM	X
879	1125	Stanford-Shopping-Center-(Quarry-Rd-Near-Pear-Ln)	8:25 AM	X
880	1126	Medical-Center-(Quarry-Extension) 	8:29 AM	X
881	1127	Y2E2-(Across-Street-On-Via-Ortega) 	8:31 AM	X
882	1128	Campus-Dr-(Across-Street-from-Li-Ka-Shing-Center)	8:33 AM	X
883	1135	Palo-Alto-Transit-Center-(Caltrain-Platform) 	8:27 AM	X
884	1137	Medical-Center-(Quarry-Extension) 	8:37 AM	X
885	1146	Palo-Alto-Transit-Center-(Caltrain-Platform) 	8:32 AM	X
886	1147	Stanford-Shopping-Center-(Quarry-Rd-Near-Pear-Ln)	8:35 AM	X
887	1148	Medical-Center-(Quarry-Extension) 	8:39 AM	X
888	1149	Y2E2-(Across-Street-On-Via-Ortega) 	8:41 AM	X
889	1151	Tresidder-Union-(Lagunita-Dr)	8:48 AM	X
890	1152	Vaden-Health-Center-(Campus-Dr)	8:51 AM	X
891	1153	Graduate-School-of-Business-(Serra-St)	8:54 AM	X
892	1154	Visitor-Center-(Galvez-St)	8:57 AM	X
893	1155	Town-and-Country-Village-(El-Camino-Real) 	8:59 AM	X
894	1156	Palo-Alto-Transit-Center-(Caltrain-Platform) 	9:07 AM	X
895	1157	Palo-Alto-Transit-Center-(Caltrain-Platform) 	8:34 AM	X
896	1158	Stanford-Shopping-Center-(Quarry-Rd-Near-Pear-Ln)	8:37 AM	X
897	1159	Medical-Center-(Quarry-Extension) 	8:41 AM	X
898	1160	Y2E2-(Across-Street-On-Via-Ortega) 	8:43 AM	X
899	1161	Campus-Dr-(Across-Street-from-Li-Ka-Shing-Center)	8:45 AM	X
900	1168	Palo-Alto-Transit-Center-(Caltrain-Platform) 	8:42 AM	X
901	1170	Medical-Center-(Quarry-Extension) 	8:52 AM	X
902	1179	Palo-Alto-Transit-Center-(Caltrain-Platform) 	8:42 AM	X
903	1180	Stanford-Shopping-Center-(Quarry-Rd-Near-Pear-Ln)	8:45 AM	X
904	1181	Medical-Center-(Quarry-Extension) 	8:49 AM	X
905	1182	Y2E2-(Across-Street-On-Via-Ortega) 	8:51 AM	X
906	1183	Campus-Dr-(Across-Street-from-Li-Ka-Shing-Center)	8:53 AM	X
907	1190	Palo-Alto-Transit-Center-(Caltrain-Platform) 	8:50 AM	X
908	1191	Stanford-Shopping-Center-(Quarry-Rd-Near-Pear-Ln)	8:53 AM	X
909	1192	Medical-Center-(Quarry-Extension) 	8:57 AM	X
910	1193	Y2E2-(Across-Street-On-Via-Ortega) 	8:59 AM	X
911	1195	Tresidder-Union-(Lagunita-Dr)	9:06 AM	X
912	1196	Vaden-Health-Center-(Campus-Dr)	9:09 AM	X
913	1197	Graduate-School-of-Business-(Serra-St)	9:12 AM	X
914	1198	Visitor-Center-(Galvez-St)	9:15 AM	X
915	1199	Town-and-Country-Village-(El-Camino-Real) 	9:17 AM	X
916	1200	Palo-Alto-Transit-Center-(Caltrain-Platform) 	9:25 AM	X
917	1201	Palo-Alto-Transit-Center-(Caltrain-Platform) 	8:54 AM	X
918	1202	Stanford-Shopping-Center-(Quarry-Rd-Near-Pear-Ln)	8:57 AM	X
919	1203	Medical-Center-(Quarry-Extension) 	9:01 AM	X
920	1204	Y2E2-(Across-Street-On-Via-Ortega) 	9:03 AM	X
921	1205	Campus-Dr-(Across-Street-from-Li-Ka-Shing-Center)	9:05 AM	X
922	1212	Palo-Alto-Transit-Center-(Caltrain-Platform) 	9:14 AM	X
923	1213	Stanford-Shopping-Center-(Quarry-Rd-Near-Pear-Ln)	9:17 AM	X
924	1214	Medical-Center-(Quarry-Extension) 	9:21 AM	X
925	1215	Y2E2-(Across-Street-On-Via-Ortega) 	9:23 AM	X
926	1217	Tresidder-Union-(Lagunita-Dr)	9:30 AM	X
927	1218	Vaden-Health-Center-(Campus-Dr)	9:33 AM	X
928	1219	Graduate-School-of-Business-(Serra-St)	9:36 AM	X
929	1220	Visitor-Center-(Galvez-St)	9:39 AM	X
930	1221	Town-and-Country-Village-(El-Camino-Real) 	9:41 AM	X
931	1222	Palo-Alto-Transit-Center-(Caltrain-Platform) 	9:49 AM	X
932	1223	Palo-Alto-Transit-Center-(Caltrain-Platform) 	9:18 AM	X
933	1225	Medical-Center-(Quarry-Extension) 	9:28 AM	X
934	1234	Palo-Alto-Transit-Center-(Caltrain-Platform) 	9:18 AM	X
935	1235	Stanford-Shopping-Center-(Quarry-Rd-Near-Pear-Ln)	9:21 AM	X
936	1236	Medical-Center-(Quarry-Extension) 	9:25 AM	X
937	1237	Y2E2-(Across-Street-On-Via-Ortega) 	9:27 AM	X
938	1238	Campus-Dr-(Across-Street-from-Li-Ka-Shing-Center)	9:29 AM	X
939	1245	Palo-Alto-Transit-Center-(Caltrain-Platform) 	9:22 AM	X
940	1246	Stanford-Shopping-Center-(Quarry-Rd-Near-Pear-Ln)	9:25 AM	X
941	1247	Medical-Center-(Quarry-Extension) 	9:29 AM	X
942	1248	Y2E2-(Across-Street-On-Via-Ortega) 	9:31 AM	X
943	1249	Campus-Dr-(Across-Street-from-Li-Ka-Shing-Center)	9:33 AM	X
944	1256	Palo-Alto-Transit-Center-(Caltrain-Platform) 	9:37 AM	X
945	1257	Stanford-Shopping-Center-(Quarry-Rd-Near-Pear-Ln)	9:40 AM	X
946	1258	Medical-Center-(Quarry-Extension) 	9:44 AM	X
947	1259	Y2E2-(Across-Street-On-Via-Ortega) 	9:46 AM	X
948	1261	Tresidder-Union-(Lagunita-Dr)	9:53 AM	X
949	1262	Vaden-Health-Center-(Campus-Dr)	9:56 AM	X
950	1263	Graduate-School-of-Business-(Serra-St)	9:59 AM	X
951	1264	Visitor-Center-(Galvez-St)	10:02 AM	X
952	1265	Town-and-Country-Village-(El-Camino-Real) 	10:04 AM	X
953	1266	Palo-Alto-Transit-Center-(Caltrain-Platform) 	10:12 AM	X
954	1267	Palo-Alto-Transit-Center-(Caltrain-Platform) 	9:54 AM	X
955	1268	Stanford-Shopping-Center-(Quarry-Rd-Near-Pear-Ln)	9:57 AM	X
956	1269	Medical-Center-(Quarry-Extension) 	10:01 AM	X
957	1270	Y2E2-(Across-Street-On-Via-Ortega) 	10:03 AM	X
958	1272	Tresidder-Union-(Lagunita-Dr)	10:10 AM	X
959	1273	Vaden-Health-Center-(Campus-Dr)	10:13 AM	X
960	1274	Graduate-School-of-Business-(Serra-St)	10:16 AM	X
961	1275	Visitor-Center-(Galvez-St)	10:19 AM	X
962	1276	Town-and-Country-Village-(El-Camino-Real) 	10:21 AM	X
963	1277	Palo-Alto-Transit-Center-(Caltrain-Platform) 	10:29 AM	X
964	1278	Palo-Alto-Transit-Center-(Caltrain-Platform) 	10:15 AM	X
965	1279	Stanford-Shopping-Center-(Quarry-Rd-Near-Pear-Ln)	10:18 AM	X
966	1280	Medical-Center-(Quarry-Extension) 	10:22 AM	X
967	1281	Y2E2-(Across-Street-On-Via-Ortega) 	10:24 AM	X
968	1283	Tresidder-Union-(Lagunita-Dr)	10:31 AM	X
969	1284	Vaden-Health-Center-(Campus-Dr)	10:34 AM	X
970	1285	Graduate-School-of-Business-(Serra-St)	10:37 AM	X
971	1286	Visitor-Center-(Galvez-St)	10:40 AM	X
972	1287	Town-and-Country-Village-(El-Camino-Real) 	10:42 AM	X
973	1288	Palo-Alto-Transit-Center-(Caltrain-Platform) 	10:50 AM	X
974	1289	Palo-Alto-Transit-Center-(Caltrain-Platform) 	10:35 AM	X
975	1290	Stanford-Shopping-Center-(Quarry-Rd-Near-Pear-Ln)	10:38 AM	X
976	1291	Medical-Center-(Quarry-Extension) 	10:42 AM	X
977	1292	Y2E2-(Across-Street-On-Via-Ortega) 	10:44 AM	X
978	1294	Tresidder-Union-(Lagunita-Dr)	10:51 AM	X
979	1295	Vaden-Health-Center-(Campus-Dr)	10:54 AM	X
980	1296	Graduate-School-of-Business-(Serra-St)	10:57 AM	X
981	1297	Visitor-Center-(Galvez-St)	11:00 AM	X
982	1298	Town-and-Country-Village-(El-Camino-Real) 	11:02 AM	X
983	1299	Palo-Alto-Transit-Center-(Caltrain-Platform) 	11:10 AM	X
984	1300	Palo-Alto-Transit-Center-(Caltrain-Platform) 	10:55 AM	X
985	1301	Stanford-Shopping-Center-(Quarry-Rd-Near-Pear-Ln)	10:58 AM	X
986	1302	Medical-Center-(Quarry-Extension) 	11:02 AM	X
987	1303	Y2E2-(Across-Street-On-Via-Ortega) 	11:04 AM	X
988	1305	Tresidder-Union-(Lagunita-Dr)	11:11 AM	X
989	1306	Vaden-Health-Center-(Campus-Dr)	11:14 AM	X
990	1307	Graduate-School-of-Business-(Serra-St)	11:17 AM	X
991	1308	Visitor-Center-(Galvez-St)	11:20 AM	X
992	1309	Town-and-Country-Village-(El-Camino-Real) 	11:22 AM	X
993	1310	Palo-Alto-Transit-Center-(Caltrain-Platform) 	11:30 AM	X
994	1311	Palo-Alto-Transit-Center-(Caltrain-Platform) 	11:15 AM	X
995	1312	Stanford-Shopping-Center-(Quarry-Rd-Near-Pear-Ln)	11:18 AM	X
996	1313	Medical-Center-(Quarry-Extension) 	11:22 AM	X
997	1314	Y2E2-(Across-Street-On-Via-Ortega) 	11:24 AM	X
998	1316	Tresidder-Union-(Lagunita-Dr)	11:31 AM	X
999	1317	Vaden-Health-Center-(Campus-Dr)	11:34 AM	X
1000	1318	Graduate-School-of-Business-(Serra-St)	11:37 AM	X
1001	1319	Visitor-Center-(Galvez-St)	11:40 AM	X
1002	1320	Town-and-Country-Village-(El-Camino-Real) 	11:42 AM	X
1003	1321	Palo-Alto-Transit-Center-(Caltrain-Platform) 	11:50 AM	X
1004	1322	Palo-Alto-Transit-Center-(Caltrain-Platform) 	11:35 AM	X
1005	1323	Stanford-Shopping-Center-(Quarry-Rd-Near-Pear-Ln)	11:38 AM	X
1006	1324	Medical-Center-(Quarry-Extension) 	11:42 AM	X
1007	1325	Y2E2-(Across-Street-On-Via-Ortega) 	11:44 AM	X
1008	1327	Tresidder-Union-(Lagunita-Dr)	11:51 AM	X
1009	1328	Vaden-Health-Center-(Campus-Dr)	11:54 AM	X
1010	1329	Graduate-School-of-Business-(Serra-St)	11:57 AM	X
1011	1330	Visitor-Center-(Galvez-St)	12:00 PM	X
1012	1331	Town-and-Country-Village-(El-Camino-Real) 	12:02 PM	X
1013	1332	Palo-Alto-Transit-Center-(Caltrain-Platform) 	12:10 PM	X
1014	1334	Palo-Alto-Transit-Center-(Caltrain-Platform) 	6:13 AM	Y
1015	1335	Galvez-St-@-El-Camino-Real 	6:16 AM	Y
1016	1336	Alumni-Center-(Galvez-St)	6:18 AM	Y
1017	1337	Schwab-Residential-Center-(Serra-St)	6:20 AM	Y
1018	1338	Wilbur-Field-Garage-(Campus-Dr)	6:23 AM	Y
1019	1339	Tresidder-Union-(Lagunita-Dr)	6:31 AM	Y
1020	1341	Y2E2-(Via-Ortega) 	6:35 AM	Y
1021	1342	Medical-Center-(Roth-Way)	6:37 AM	Y
1022	1343	Palo-Alto-Transit-Center-(Caltrain-Platform) 	6:48 AM	Y
1023	1344	Palo-Alto-Transit-Center-(Caltrain-Platform) 	6:31 AM	Y
1024	1345	Galvez-St-@-El-Camino-Real 	6:34 AM	Y
1025	1346	Alumni-Center-(Galvez-St)	6:36 AM	Y
1026	1347	Schwab-Residential-Center-(Serra-St)	6:38 AM	Y
1027	1348	Wilbur-Field-Garage-(Campus-Dr)	6:41 AM	Y
1028	1349	Tresidder-Union-(Lagunita-Dr)	6:49 AM	Y
1029	1351	Y2E2-(Via-Ortega) 	6:53 AM	Y
1030	1352	Medical-Center-(Roth-Way)	6:55 AM	Y
1031	1353	Palo-Alto-Transit-Center-(Caltrain-Platform) 	7:06 AM	Y
1032	1354	Palo-Alto-Transit-Center-(Caltrain-Platform) 	6:48 AM	Y
1033	1355	Galvez-St-@-El-Camino-Real 	6:51 AM	Y
1034	1356	Alumni-Center-(Galvez-St)	6:53 AM	Y
1035	1357	Schwab-Residential-Center-(Serra-St)	6:55 AM	Y
1036	1358	Wilbur-Field-Garage-(Campus-Dr)	6:58 AM	Y
1037	1359	Tresidder-Union-(Lagunita-Dr)	7:06 AM	Y
1038	1361	Y2E2-(Via-Ortega) 	7:10 AM	Y
1039	1362	Medical-Center-(Roth-Way)	7:12 AM	Y
1040	1363	Palo-Alto-Transit-Center-(Caltrain-Platform) 	7:23 AM	Y
1041	1364	Palo-Alto-Transit-Center-(Caltrain-Platform) 	7:13 AM	Y
1042	1365	Galvez-St-@-El-Camino-Real 	7:16 AM	Y
1043	1366	Alumni-Center-(Galvez-St)	7:18 AM	Y
1044	1367	Schwab-Residential-Center-(Serra-St)	7:20 AM	Y
1045	1368	Wilbur-Field-Garage-(Campus-Dr)	7:23 AM	Y
1046	1369	Tresidder-Union-(Lagunita-Dr)	7:31 AM	Y
1047	1371	Y2E2-(Via-Ortega) 	7:35 AM	Y
1048	1372	Medical-Center-(Roth-Way)	7:37 AM	Y
1049	1373	Palo-Alto-Transit-Center-(Caltrain-Platform) 	7:48 AM	Y
1050	1374	Palo-Alto-Transit-Center-(Caltrain-Platform) 	7:22 AM	Y
1051	1376	Alumni-Center-(Galvez-St)	7:27 AM	Y
1052	1377	Schwab-Residential-Center-(Serra-St)	7:29 AM	Y
1053	1378	Wilbur-Field-Garage-(Campus-Dr)	7:32 AM	Y
1054	1379	Tresidder-Union-(Lagunita-Dr)	7:40 AM	Y
1055	1384	Palo-Alto-Transit-Center-(Caltrain-Platform) 	7:31 AM	Y
1056	1385	Galvez-St-@-El-Camino-Real 	7:34 AM	Y
1057	1386	Alumni-Center-(Galvez-St)	7:36 AM	Y
1058	1387	Schwab-Residential-Center-(Serra-St)	7:38 AM	Y
1059	1388	Wilbur-Field-Garage-(Campus-Dr)	7:41 AM	Y
1060	1389	Tresidder-Union-(Lagunita-Dr)	7:49 AM	Y
1061	1391	Y2E2-(Via-Ortega) 	7:53 AM	Y
1062	1392	Medical-Center-(Roth-Way)	7:55 AM	Y
1063	1393	Palo-Alto-Transit-Center-(Caltrain-Platform) 	8:06 AM	Y
1064	1394	Palo-Alto-Transit-Center-(Caltrain-Platform) 	7:34 AM	Y
1065	1396	Alumni-Center-(Galvez-St)	7:39 AM	Y
1066	1397	Schwab-Residential-Center-(Serra-St)	7:41 AM	Y
1067	1398	Wilbur-Field-Garage-(Campus-Dr)	7:44 AM	Y
1068	1399	Tresidder-Union-(Lagunita-Dr)	7:52 AM	Y
1069	1404	Palo-Alto-Transit-Center-(Caltrain-Platform) 	7:41 AM	Y
1070	1406	Alumni-Center-(Galvez-St)	7:46 AM	Y
1071	1407	Schwab-Residential-Center-(Serra-St)	7:48 AM	Y
1072	1408	Wilbur-Field-Garage-(Campus-Dr)	7:51 AM	Y
1073	1409	Tresidder-Union-(Lagunita-Dr)	7:59 AM	Y
1074	1414	Palo-Alto-Transit-Center-(Caltrain-Platform) 	7:50 AM	Y
1075	1415	Galvez-St-@-El-Camino-Real 	7:53 AM	Y
1076	1416	Alumni-Center-(Galvez-St)	7:55 AM	Y
1077	1417	Schwab-Residential-Center-(Serra-St)	7:57 AM	Y
1078	1418	Wilbur-Field-Garage-(Campus-Dr)	8:00 AM	Y
1079	1419	Tresidder-Union-(Lagunita-Dr)	8:08 AM	Y
1080	1421	Y2E2-(Via-Ortega) 	8:12 AM	Y
1081	1422	Medical-Center-(Roth-Way)	8:14 AM	Y
1082	1423	Palo-Alto-Transit-Center-(Caltrain-Platform) 	8:25 AM	Y
1083	1424	Palo-Alto-Transit-Center-(Caltrain-Platform) 	7:54 AM	Y
1084	1426	Alumni-Center-(Galvez-St)	7:59 AM	Y
1085	1427	Schwab-Residential-Center-(Serra-St)	8:01 AM	Y
1086	1428	Wilbur-Field-Garage-(Campus-Dr)	8:04 AM	Y
1087	1429	Tresidder-Union-(Lagunita-Dr)	8:12 AM	Y
1088	1434	Palo-Alto-Transit-Center-(Caltrain-Platform) 	8:14 AM	Y
1089	1435	Galvez-St-@-El-Camino-Real 	8:17 AM	Y
1090	1436	Alumni-Center-(Galvez-St)	8:19 AM	Y
1091	1437	Schwab-Residential-Center-(Serra-St)	8:21 AM	Y
1092	1438	Wilbur-Field-Garage-(Campus-Dr)	8:24 AM	Y
1093	1439	Tresidder-Union-(Lagunita-Dr)	8:32 AM	Y
1094	1441	Y2E2-(Via-Ortega) 	8:36 AM	Y
1095	1442	Medical-Center-(Roth-Way)	8:38 AM	Y
1096	1443	Palo-Alto-Transit-Center-(Caltrain-Platform) 	8:49 AM	Y
1097	1444	Palo-Alto-Transit-Center-(Caltrain-Platform) 	8:22 AM	Y
1098	1446	Alumni-Center-(Galvez-St)	8:27 AM	Y
1099	1447	Schwab-Residential-Center-(Serra-St)	8:29 AM	Y
1100	1448	Wilbur-Field-Garage-(Campus-Dr)	8:32 AM	Y
1101	1449	Tresidder-Union-(Lagunita-Dr)	8:40 AM	Y
1102	1454	Palo-Alto-Transit-Center-(Caltrain-Platform) 	8:32 AM	Y
1103	1455	Galvez-St-@-El-Camino-Real 	8:35 AM	Y
1104	1456	Alumni-Center-(Galvez-St)	8:37 AM	Y
1105	1457	Schwab-Residential-Center-(Serra-St)	8:39 AM	Y
1106	1458	Wilbur-Field-Garage-(Campus-Dr)	8:42 AM	Y
1107	1459	Tresidder-Union-(Lagunita-Dr)	8:50 AM	Y
1108	1461	Y2E2-(Via-Ortega) 	8:54 AM	Y
1109	1462	Medical-Center-(Roth-Way)	8:56 AM	Y
1110	1463	Palo-Alto-Transit-Center-(Caltrain-Platform) 	9:07 AM	Y
1111	1464	Palo-Alto-Transit-Center-(Caltrain-Platform) 	8:34 AM	Y
1112	1466	Alumni-Center-(Galvez-St)	8:39 AM	Y
1113	1467	Schwab-Residential-Center-(Serra-St)	8:41 AM	Y
1114	1468	Wilbur-Field-Garage-(Campus-Dr)	8:44 AM	Y
1115	1469	Tresidder-Union-(Lagunita-Dr)	8:52 AM	Y
1116	1474	Palo-Alto-Transit-Center-(Caltrain-Platform) 	8:42 AM	Y
1117	1476	Alumni-Center-(Galvez-St)	8:47 AM	Y
1118	1477	Schwab-Residential-Center-(Serra-St)	8:49 AM	Y
1119	1478	Wilbur-Field-Garage-(Campus-Dr)	8:52 AM	Y
1120	1479	Tresidder-Union-(Lagunita-Dr)	9:00 AM	Y
1121	1484	Palo-Alto-Transit-Center-(Caltrain-Platform) 	8:50 AM	Y
1122	1485	Galvez-St-@-El-Camino-Real 	8:53 AM	Y
1123	1486	Alumni-Center-(Galvez-St)	8:55 AM	Y
1124	1487	Schwab-Residential-Center-(Serra-St)	8:57 AM	Y
1125	1488	Wilbur-Field-Garage-(Campus-Dr)	9:00 AM	Y
1126	1489	Tresidder-Union-(Lagunita-Dr)	9:08 AM	Y
1127	1491	Y2E2-(Via-Ortega) 	9:12 AM	Y
1128	1492	Medical-Center-(Roth-Way)	9:14 AM	Y
